,local,name,address,number
336,경기도,비전점,경기도 평택시 중앙로235 (비전동),031-658-9989
337,경기도,능곡점,경기도 시흥시 능곡중앙로77,031-404-0123
338,경기도,비산점,경기도 안양시 동안구 평촌대로408 (비산동),031-387-1112
339,경기도,부곡점,경기도 의왕시 삼동 150-16,031-462-9233
340,충청남도,홍성점,충남 홍성군 홍성읍 충절로1053번길 41,041-633-9995
341,충청북도,율량사천점,충북 청주시 청원구 율량로190번길19,043-903-0991
342,충청북도,증평점,충북 증평군 증평읍 문화로83,043-838-8977
343,대전광역시,송강테크로점,대전시 유성구 구즉로48번길10,042-935-9294
344,부산광역시,몰운대롯데캐슬점,"부산광역시 사하구 다대낙조2길 100, 101호(다대동,롯데캐슬몰운대아파트부상가)",051-262-9252
345,대구광역시,대구옥포돌미점,대구시 달성군 옥포면 돌미상업로2길 26,053-615-9986
346,경상북도,영양점,경상북도 영양군 영양읍 중앙로 111,054-682-1950
347,경기도,배곧점,경기도 시흥시 정왕동 2476-2,031-432-9998
348,경기도,광주점,경기도 광주시 송정동111-1,031-477-9282
349,경기도,신하점,경기도 이천시 부발읍 신하리 432-15,031-636-8726
350,경기도,관양점,경기도 안양시 동안구 관양동 1423,031-425-5211
351,경기도,중동점,경기도 부천시 원미구 부흥로 272번길 22,032-321-7636
352,경기도,조암점,경기도 화성시 장안면 기아자동차로 789 103호,031-358-3392
353,경기도,정왕점,경기도 시흥시 정왕동 1193-14,031-319-5192
354,경기도,일죽점,경기도 안성시 일죽면 송천리 28-4,031-672-9385
355,경기도,인계점,경기도 수원시 팔달구 인계동 1008-9,031-232-7234
356,경기도,이천사동점,경기도 이천시 대월면 사동리 182-2,031-638-9013
357,경기도,은행점,"경기도 시흥시 시흥대로 1074번길 28,106호(은행동, 녹원아파트 상가동)",031-312-9999
358,경기도,월곶점,경기도 시흥시 월곶동 995,031-318-9292
359,경기도,안성원곡점,경기도 안성시 원곡면 칠곡리 184-8,031-654-9220
360,경기도,우만점,경기도 수원시 팔달구 세지로421번길 37 (우만동),031-256-0903
361,경기도,호법점,경기도 이천시 호법면 후안리 267-4,031-632-9949
362,경기도,하안8점,경기도 광명시 하안동 260-2 8단지상가 104-2,02-802-4070
363,경기도,하안12점,경기도 광명시 하안동 62-4  1층 3호,02-806-5772
364,경기도,하안11점,경기도 광명시 하안동 30-5  10 단지상가  104,02-803-2993
365,경기도,포일내손점,경기도 의왕시 내손동652-15,031-425-1145
366,경기도,포도원,경기도 안양시 동안구 호계3동 811 현대홈타운상가 107,031-452-0827
367,경기도,평촌5점,경기도 안양시 동안구 평촌동 898-2 초원아파트상가110,031-387-2134
368,경기도,태전점,경기도 광주시 태전동 688-1,031-762-9525
369,경기도,철산점,경기도 광명시 철산동 240  주공13단지 상가동,02-2682-3230
370,경기도,천리점,경기도 용인시 이동면 천리 56-6,031-333-5784
371,경기도,중앙대,경기도 안성시 대덕면 내리 682-3,031-675-7750
372,경기도,안양중앙점,경기 안양시 만안구 삼덕로 80-1 (안양동) 1층,031-444-5592
373,경기도,안양2점,경기도 안양시 만안구 안양동 873-162,031-447-9292
374,경기도,안성점,경기도 안성시 도기 4길 9(도기동),031-671-9282
375,경기도,신흥산성점,경기도 성남시 수정구 수정남로 305번길11,031-733-8382
376,경기도,신천리점,경기도 시흥시 호현로49번안길 1(대야동),031-312-9709
377,경기도,신갈점,경기도 용인시 기흥구 신구로 38 청솔학원,031-274-5060
378,경기도,송내우성,경기도 부천시 소사구 송내동 336-15,032-662-7259
379,경기도,소사점,"경기도 부천시 소사구 소사로202번길 27, 1층(소사본동)",032-325-8787
380,경기도,성포점,경기도 안산시 상록구 성포동 592-2,031-487-8900
381,경기도,석수엘지점,경기도 안양시 만안구 석수동 415-2 엘지빌리지 상가,031-474-5592
382,경기도,샘마을점,경기도 안양시 동안구 호계동 1116 샘마을상가 1층,031-453-9992
383,경기도,삼보점,경기도 시흥시 대야동 275 삼보상가 1층 1호,031-314-6871
384,경기도,산본점,경기도 군포시 산본동 1069-3 (1층),031-393-9282
385,경기도,북내점,경기도 여주시 북내면 여양2로 274,031-883-5320
386,경기도,케이준 부곡점,경기도 안산시 상록구 성호로 340,031-406-9979
387,경기도,보정점,"경기도 용인시 기흥구 죽현로 8-20 130(보정동,아이원프라자)",031-272-9259
388,경기도,범계점,경기도 안양 동안 비산 1102 관악타운 상가122,031-381-8238
389,경기도,백암점,경기도 용인시 처인구 백암면 백암리 391번지,031-321-9282
390,경기도,백사점,경기도 이천시 백사면 현방리 67-12,031-632-0746
391,경기도,박달점,경기도 안양시 만안구 박달동 149-1,031-468-3392
392,경기도,미양점,경기도 안성시 미양면 보체리 405 상가 501동 101호,031-675-9258
393,경기도,모현점,경기도 용인시 처인구 모현면 일산리112-82,031-333-9952
394,경기도,만선점,경기도 광주시 곤지암읍 만선로 45,031-798-5525
395,경기도,둔전점,경기도 용인시 처인구 포곡읍 포곡로 118번길 24-11,031-334-7292
396,경기도,능평점,경기도 광주시 오포읍 수레실길 5,031-726-9253
397,경기도,금정점,경기도 군포시 금정동 79-1 1층,031-458-3888
398,경기도,군포점,경기도 군포시 당동 914-5번지,031-392-9295
399,경기도,구성점,"경기도 용인시 기흥구 구성로 186(언남동, 신일푸른솔아파트단지내 1층",031-274-9282
400,경기도,공도점,경기도 안성시 공도읍 고무다리길 3,031-658-9280
401,경기도,거모점,경기도 시흥시 군자로504번안길 12(거모동),031-508-3398
402,경기도,갈산점,경기도 이천시 갈산로 87번길 4(갈산동),031-635-3792
403,경기도,가남점,경기도 여주시 가남읍 태평중앙1길 8-10,031-884-7718
404,세종특별자치시,한솔새롬점,세종시 누리로28,044-862-9283
405,부산광역시,금정산SK점,"부산광역시 금정구 식물원로 82, 302동 201호(장전동, 금정에스케이뷰)",051-514-0123
406,경기도,평촌2점,경기도 안양시 동안구 평촌대로127번길 38,031-385-9288
407,경기도,목감점,경기도 시흥시 목감중앙서로20 시흥목감엘에이치 7단지,031-414-0056
408,경기도,시화3점,"경기도 시흥시 정왕대로28번길 31 , 110(정왕동)",031-433-1457
409,경기도,시화2점,"경기도 시흥시 옥구천서로373번길 43, 104호(정왕동, 주공1단지분산상가)",031-433-8292
410,부산광역시,신라대점,"부산광역시 사상구 백양대로 703, A동(덕포동)",051-304-9282
411,부산광역시,정관롯데캐슬점,"부산광역시 기장군 정관읍 정관3로 52, 상가동 101호(롯데캐슬)",051-728-5595
412,경기도,호계2점,경기도 안양시 동안구 호계동 912-2,031-457-1288
413,경기도,향남2점,경기도 화성시 향남읍 신광길 19. 102호,031-352-5464
414,서울특별시,신림역점,"서울특별시 관악구 신림동길 40, 101(신림동)",02-871-8588
415,경기도,동삭점,"경기도 평택시 동삭로 397 상가동 104,105호",031-652-5092
416,서울특별시,길동점,서울시 강동구 길동 351-7,02-470-2933
417,경기도,괴안점,경기도 부천시 소사 괴안동 89-1,032-347-5661
418,전라북도,덕진하가점,전북 전주시 덕진구 가리내5길 16 103호(덕진동2가),050-4308-7522
419,경상남도,안동삼안점,경상남도 김해시 삼안로 131번길 8-4(삼방동),055-337-7439
420,울산광역시,산하1호점,"울산광역시 북구 화암6길 14, 1층 101호(산하동)",052-282-3569
421,경상남도,부곡월산점,"경상남도 김해시 월산로 111-67,1 1층 105호(부곡동, 신화프라자)",055-335-2288
422,부산광역시,괘법한신점,"부산광역시 사상구 광장로 37번길 82, 1층(괘법동,대동래미안)",051-316-9292
423,경상남도,아주점,"경남 거제시 아주1로1길 7-2,1층(아주동)",055-682-7575
424,경상남도,오동동점,경남 창원시 마산합포구 오동동10길 15(오동동),055-246-8086
425,충청남도,예산점,충남 예산군 예산읍 주교로39 1층,041-333-9520
426,충청북도,대소점,충북 음성군 대소면 오태로 75-1,043-882-5592
427,경상북도,대도점,경상북도 포항시 남구 상대로 142,054-277-8892
428,충청북도,진천장관점,충북 진천군 진천읍 장관2길 139-1,043-533-1355
429,대전광역시,삼성2점,대전 동구 현암로 36,042-621-1504
430,충청북도,삼성점,충북 음성군 삼성면 덕정로62번길 2,043-877-3377
431,충청북도,무극점,충북 음성군 금왕읍 무극로 234,043-878-5284
432,경상북도,경산남산점,경북 경산시 남산면 산양길 9,053-851-5999
433,대전광역시,계백점,대전시 중구 문화로90,042-582-5994
434,충청남도,원성점,충남 천안시 동남구 버들로127,041-567-9979
435,서울특별시,가양점,서울 강서 가양 1475 강변아파트상가 203,02-2668-9306
436,서울특별시,등촌점,서울특별시 강서구 등촌동 704  주공9단지아파트상가동102호,02-3662-3988
437,서울특별시,방화점,"서울특별시 강서구 방화대로33길 17 (방화동,1층)",02-2064-7670
438,서울특별시,신풍역점,"서울특별시 영등포구 신길로 108(신길동,남서울 아파트상가.신길동3591)",02-842-7979
439,서울특별시,신대방,서울시 동작구 대방동 409-10,02-812-0085
440,서울특별시,암사점,서울 강동구 암사동 425-197번지,02-427-9255
441,서울특별시,풍납점,서울 송파구 풍납동 392번지,02-473-9927
442,서울특별시,송파점,서울 송파구 송파동 135-18 102호,02-419-4734
443,서울특별시,문정점,서울 송파구 문정동 29,02-403-9761
444,서울특별시,오금점,서울 송파구 오금동 151-6번지,02-431-6678
445,서울특별시,일원점,서울시 강남 일원 682-7 1층,02-3411-0166
446,서울특별시,삼전점,서울시 송파 삼전 167-17,02-419-5544
447,서울특별시,신천점,서울시 송파 잠실 185-9,02-423-5183
448,서울특별시,압구정점,서울 강남구 신사동 653-15번지 2층,02-545-1027
449,서울특별시,잠원점,서울 서초구 잠원동 53번지 현대상사 1층 6호,02-592-2244
450,서울특별시,방배점,서울 서초구 방배동 868-28번지,02-594-6866
451,서울특별시,양재점,서울 서초구 양재동 6-37번지,02-576-9204
452,서울특별시,대치점,서울 강남구 대치동 922-14번지,02-562-9282
453,서울특별시,서초점,서울 서초구 서초동 1342번지,02-522-9272
454,서울특별시,역삼점,서울 강남구 역삼동 782-28번지,02-553-7749
455,서울특별시,논현점,서울 강남구 논현동 192-1번지,02-517-4178
456,서울특별시,여의도점,서울시 영등포구 여의도동50 시범상가 ,02-782-0520
457,서울특별시,대방점,서울 동작구 대방동 11-51,02-817-7979
458,서울특별시,장승배기점,서울 동작 상도 373-72번지,02-816-7007
459,서울특별시,봉천점,서울 관악구 봉천동 885-1번지,02-877-1122
460,서울특별시,행운점,서울 관악구 행운동 66-117번지,050-7744-5257
461,서울특별시,우장산점,서울특별시 강서구 강서로 46길 51(내발산동),02-2659-9279
462,서울특별시,화곡역점,서울특별시 강서구 화곡동 1062-20 2층,02-2699-3392
463,서울특별시,신정1점,"서울특별시 양천구 은행정로 5길 28,1층 102호(신정동)",02-2651-9282
464,서울특별시,신도림점,서울시 구로구 신도림동 396 - 140,02-2632-6612
465,서울특별시,신정7점,서울특별시 양천구 신정동 203-1,02-2648-5191
466,서울특별시,당산점,서울 영등포구 당산동1가 378번지,02-2678-9282
467,서울특별시,대림점,서울시 영등포구 대림동 1027-16,02-834-3042
468,서울특별시,구로가산점,서울 구로구 구로동 792-22번지,02-853-0808
469,서울특별시,독산점,서울시 금천구 독산 179-12,02-853-7714
470,서울특별시,시흥점,서울시 금천구 시흥동 887-24,02-807-6618
471,경기도,원종점,경기도 부천시 원종동 382-7,032-675-4578
472,서울특별시,목동점,"서울특별시 양천구 목동중앙서로 40 (목동,1층)",02-2061-9292
473,서울특별시,사당점,동작구 사당동 312-9번지,02-588-9293
474,서울특별시,상도점,서울 동작구 상도동156-22,02-3280-7088
475,서울특별시,동방점,서울시 관악 신림 246-23,02-871-6111
476,서울특별시,신림점,서울시 관악구 신림동 96-87,02-872-6904
477,서울특별시,개봉점,"서울특별시 구로구 고척로27길 58, 1층(개봉동)",02-2060-9253
478,서울특별시,신정점,"서울특별시 양천구 신정로11길 62, 1층(신정동, 유광빌딩)",02-2616-4331
479,서울특별시,화곡1점,"서울특별시 강서구 가로공원로 233  101(화곡동,뉴파인아파트상가1층)",02-2061-9284
480,서울특별시,개봉2점,서울특별시 구로구 개봉동 357-22,02-2689-0900
481,서울특별시,오류점,서울특별시 구로구 오류동 81-271,02-2688-0610
482,인천광역시,가좌점,인천시 서구 가좌동 142-45,032-582-0099
483,인천광역시,신현점,인천시 서구 신현동 279-5,032-578-7730
484,인천광역시,청라점,인천 서구 연희동 763-19,032-566-9599
485,인천광역시,하늘도시점,"인천광역시 중구 은하수로 351, 2동 103호 (중산동, 우미린1차상가)",032-746-8990
486,인천광역시,검암점,인천 서구 승학로 313-1,032-561-0702
487,인천광역시,온수점,인천 강화군 강화읍 길상면 온수리 538-10,032-937-9392
488,인천광역시,검단점,인천 서구 검단로 487번길 5,032-569-2848
489,인천광역시,마전점,인천 서구 완정로 34번길 47,032-566-8295
490,인천광역시,만수2점,"인천 남동구 백범로 206번길 13(만수동 ,1층)",032-461-7735
491,인천광역시,만수3점,인천광역시 남동구 만수6동 1026-1,032-467-1717
492,인천광역시,주안4점,인천시 남구 주안4동 414-32,032-433-2490
493,인천광역시,주안점,인천 남구 주안8동 1528-14,032-431-2877
494,인천광역시,구월3점,인천시 남동구 구월동 1359-20,032-766-9981
495,인천광역시,연안점,인천 중구 항동7가 58-4 라이프상가 1-107,032-886-7851
496,인천광역시,용현점,인천광역시 남구 용현동 342-2,032-885-4229
497,인천광역시,송림3점,인천시 동구 송림동 60-31,032-764-7999
498,인천광역시,송림점,인천 동구 송림2동 55-1,032-773-3297
499,인천광역시,송도점,인천시 연수구 컨밴시아대로 42번길 12,032-834-6272
500,인천광역시,인천논현점,인천광역시 남동구 논고개로 86,032-435-5599
501,인천광역시,병방점,인천시 계양구 병방동 92-26,032-544-5592
502,인천광역시,케이준 계양점,인천시 계양구 용종동 214-1,032-553-3927
503,인천광역시,계산점,인천시 계양구 계수로1,032-551-0122
504,인천광역시,효성점,인천시 계양구 효성동 192-1 (104호),032-553-9595
505,인천광역시,산곡점,인천시 부평구 산곡동 317-116,032-524-8787
506,인천광역시,간석점,인천 남동구 간석동 113-1번지 102호,032-442-1406
507,인천광역시,구월점,인천 남동구 구월동 1248-44,032-466-6222
508,인천광역시,진두점,인천시 옹진군 영흥면 내리 8-200,032-888-5534
509,인천광역시,부개점,인천시 부평구 부개동 140-22,032-361-9951
510,인천광역시,케이준 삼산점,인천시 부평구 삼산동440-1삼산타운 1단지 B상가103호,032-330-8600
511,인천광역시,부평점,인천시 부평구 부평동 904-16,032-361-2555
512,인천광역시,주안2점,인천광역시 남구 주안2동 550-23,032-872-5028
513,인천광역시,동수역점,인천시 부평구 경인로 887,032-519-0555
514,인천광역시,학익점,인천시 남구 학익동665-3,032-874-2271
515,인천광역시,연수점,인천 연수구 연수동 497-7,032-818-2616
516,인천광역시,옥련청학점,인천 연수구 옥련동 367-7,031-831-8292
517,서울특별시,육사점,서울시 노원구 공릉동 공릉사서함 77-5,02-2197-5941
518,서울특별시,수유화계점,서울시 강북구 노해로17길 51,02-992-8881
519,서울특별시,창5점(쌍용),"서울특별시 도봉구 마들로 555, 101동",02-996-9292
520,서울특별시,미아삼거리점,서울 강북구 월계로 3길 68 2층,02-980-0401
521,서울특별시,광희점,"서울특별시 중구 마른내로 163,1층(광희동1가)",02-3273-9991
522,서울특별시,연희점,서울특별시 서대문구 증가로 34(연희동),02-325-9090
523,서울특별시,보문점,서울시 성북구 보문로109,02-953-5749
524,서울특별시,정릉점,"서울시 성북구 보국문로 75,102",02-909-5150
525,서울특별시,청구점,"서울시 중구 동호로12길 88(신당동,1층)",02-2231-5460
526,서울특별시,서교점,서울시 마포구 성미산로17길 84,02-3143-6623
527,서울특별시,방학점,서울시 도봉구 방학로 200-20,02-955-9696
528,서울특별시,북가좌점,서울시 서대문구 북가좌동 347-27,02-309-3430
529,서울특별시,경희대점,"서울특별시 동대문구 경희대로4길 79, 1층 105호 (이문동)",02-964-9292
530,서울특별시,후암점,서울시 용산구 동자동 19-33,02-755-9595
531,서울특별시,염리점,서울시 마포구 숭문4길 5,02-713-3340
532,서울특별시,도화점,서울시 마포구 도화1동 25-4,02-702-6692
533,서울특별시,이태원점,서울시 용산구 이태원동 225-60,02-797-7689
534,서울특별시,응봉점,서울시 성동구 응봉동 193-118 1층,02-2293-3600
535,서울특별시,응암점,서울시 은평구 응암동 239-18,02-354-2646
536,서울특별시,역촌점,서울시 은평구 역촌동 34-1,02-384-8008
537,서울특별시,우이점,서울시 강북구 우이동 72-65,02-902-1870
538,서울특별시,수유점,서울시 강북구 수유동 310-1,02-997-1745
539,서울특별시,번동점,서울특별시 강북구 번동 411-17,02-994-3232
540,서울특별시,창동점,서울특별시 도봉구 창동 804 대우APT 상가,02-995-6481
541,서울특별시,쌍문점,서울시 도봉구 시루봉로2길 66 1층 102호,02-900-3301
542,서울특별시,녹천점,서울특별시 도봉구 창동 38-1 주공17단지상가 101,02-995-4236
543,서울특별시,월계미성점,서울시 노원구 월계동 17 미성상가 103,02-975-8892
544,서울특별시,공릉점,서울특별시 노원구 공릉동 270-70,02-948-7724
545,서울특별시,중곡점,서울시 광진구 중곡동 79-10,02-446-7831
546,서울특별시,면목점,서울시 중랑구 면목동 657-56,02-495-4716
547,서울특별시,신내점,서울시 중랑구 신내동 472-3 ,02-435-8438
548,서울특별시,공릉2점,서울특별시 노원구 공릉동 708 공릉 2단지 상가,02-948-7733
549,서울특별시,중계점,서울시 노원구 중계동 503 중계그린상가 B-107 ,02-971-4444
550,서울특별시,수락산점,"서울시 노원구 상계동 1110-6 종합상가 103,110,111호",02-936-4994
551,충청북도,칠금봉방점,충북 충주시 연수동 1245,043-853-9288
552,충청북도,청전점,충북 제천시 숭문로20길 26(의림동),043-648-9222
553,충청북도,지현점,충북 충주시 사직산8길 22(지현동),043-852-9991
554,충청북도,이류점,충북 충주시 대소원면 대소원1길 21,043-851-9289
555,충청북도,용산점,충북 충주시 용정2길 39-1(성남동),043-844-9292
556,충청북도,연수점,충북 충주시 금릉동 708-2,043-845-9201
557,충청북도,수안보점,충북 충주시 수안보면 장터1길 19,043-848-7278
558,충청북도,부강점,충북 충주시 교현동 1087,043-843-5163
559,충청북도,금가점,충북 충주시 금가면 강수로 335,043-853-9191
560,충청북도,충북혁신도시점,충북 진천군 덕산면 연미로 87-1 상가1층,043-534-6300
561,충청북도,오창호수공원점,충청북도 청주시 청원구 오창읍 양청리 752-4 102호,043-213-0215
562,충청북도,음성점,충청북도 음성군 음성읍 시장로 43 ,043-872-1138
563,충청북도,탑동점,충청북도 청주시 상당구 탑동로1번길 104 ,043-255-1686
564,충청북도,괴산점,충청북도 괴산군 괴산읍 동부리 627-20,043-833-9959
565,충청북도,가경점,충북 청주시 가경동1137번지,043-232-9999
566,충청북도,봉명점,충청북도 청주시 흥덕구 봉명로149번길 6,043-265-9993
567,충청북도,부윤점,충청북도 음성군 대소면 대동로 515 ,043-877-7633
568,충청북도,강서점,충청북도 청주시 흥덕구 서현중로 56 ,043-238-3382
569,충청북도,감곡점,충청북도 음성군 감곡면 장감로 189 ,043-881-5538
570,충청북도,진천점,충청북도 진천군 진천읍 문화2길 12,043-534-8292
571,충청북도,복대점,충청북도 청주시 흥덕구 성봉로 267 ,043-236-1717
572,충청북도,석교점,충청북도 청주시 상당구 영운로 140 ,043-254-2851
573,충청북도,소라점,충청북도 청주시 상당구 원봉로 25 신라아파트 상가 111호,043-293-3973
574,충청북도,충북덕산점,충청북도 진천군 덕산면 초금로 757-2,043-536-3521
575,충청북도,영동점,충청북도 영동군 영동읍 영산로1길 3 ,043-742-1213
576,충청북도,옥천점,충청북도 옥천군 옥천읍 금장로 113 ,043-733-1725
577,충청북도,용산점,충청북도 영동군 용산면 용산로 307,043-742-1212
578,충청남도,배방북수점,충청남도 아산시 배방읍 배방로173번길 20-18 ,041-541-3092
579,충청남도,용화점,충청남도 아산시 온중로 20,041-541-9292
580,충청남도,신양점,충청남도 예산군 신양면 청신로 389 ,041-331-0799
581,충청남도,동문점,충청남도 서산시 한마음2로 49 ,041-665-9777
582,충청남도,서면점,충청남도 서천군 서면 서인로 361,041-953-9282
583,충청남도,석문점,충청남도 당진시 석문면 해명4로3길 34,041-356-9700
584,충청남도,강경점,충청남도 논산시 강경읍 계백로153번길 4 ,041-745-1121
585,충청남도,한진포구점,충청남도 당진시 송악읍 한진포구길 27 ,041-358-0421
586,충청남도,예산덕산점,충청남도 예산군 덕산면 봉운로 21,041-337-5311
587,충청남도,대천동점,충청남도 보령시 남대천로 73 ,041-934-9294
588,충청남도,신평점,충청남도 당진시 신평면 신평로 820,041-362-9233
589,충청남도,온양1동점,충청남도 아산시 번영로 71 ,041-546-1077
590,충청남도,논산점,충청남도 논산시 부창로100번길 13-19,041-736-6262
591,충청남도,신암점,충청남도 예산군 신암면 추사로 206,041-332-4652
592,충청남도,서천점,충청남도 서천군 서천읍 충절로29번길 18,041-953-9259
593,충청남도,신정점,충청남도 아산시 온천대로 1333번길 15,041-549-0662
594,충청남도,엄사점,충청남도 계룡시 엄사면 엄사중앙로 65-10 동아아파트 상가 106호 ,042-840-9282
595,충청남도,인주점,충청남도 아산시 인주면 현대로 1032 ,041-533-6467
596,충청남도,음암점,충청남도 서산시 음암면 상홍리 155-3 우리아파트상가 ,041-663-1211
597,충청남도,당진1점,충청남도 당진시 밤절로 103,041-357-9205
598,충청남도,웅천점,충청남도 보령시 웅천읍 장터중앙길 126 ,041-933-2338
599,충청남도,안면점,충청남도 태안군 안면읍 장터로 140-1 ,041-674-0097
600,충청남도,인지점,충청남도 서산시 인지면 무학로 1728 ,041-669-9923
601,충청남도,금산점,충청남도 금산군 금산읍 금산로 1465,041-753-4808
602,충청남도,부여점,충청남도 부여군 부여읍 석탑로 3 ,041-832-6979
603,충청남도,샘마을점,충청남도 아산시 신창면 남성길 99,041-533-0041
604,충청남도,모종점,충청남도 아산시 모종동 577-13 ,041-544-3910
605,충청남도,천북점,충청남도 보령시 천북면 하궁길 10,041-641-2461
606,충청남도,공주1점,충청남도 공주시 우금티로 755 2층 ,041-856-5455
607,충청남도,해미점,충청남도 서산시 해미면 남문1로 47 ,041-688-6662
608,충청남도,모항점,충청남도 태안군 소원면 모항파도로 113 ,041-672-9044
609,충청남도,원북점,충청남도 태안군 원북면 원이로 841-4 ,041-672-3599
610,충청남도,명지점,충청남도 서산시 대산읍 물안1로 123 ,041-664-2564
611,충청남도,두정2점,충청남도 천안시 서북구 두정역서1길 4-12 다온빌리지 1층상가 ,041-566-1111
612,충청남도,목천점,충청남도 천안시 동남구 목천읍 교천지산길 16 ,041-558-9993
613,충청남도,장재점,충청남도 아산시 배방읍 연화로 36 연화마을8단지 상가2동 104호 ,041-534-5592
614,충청남도,성거점,충청남도 천안시 서북구 성거읍 송남리 585,041-522-0550
615,충청남도,초원점,충청남도 아산시 음봉면 음봉로681번길 24 초원아파트109-101호 ,041-531-9295
616,충청남도,신방점,충청남도 천안시 동남구 수곡2길 5 ,041-575-6236
617,충청남도,청수점,충청남도 천안시 동남구 풍세로 932 ,041-567-4241
618,충청남도,입장점,충청남도 천안시 서북구 입장면 입장로 121 초원상가6-103호 ,041-584-5694
619,충청남도,쌍용봉명점,충청남도 천안시 서북구 봉서5길 18 ,041-579-9990
620,충청남도,백석점,충청남도 천안시 서북구 백석4길 12,041-523-9288
621,충청남도,쌍용월봉점,충청남도 천안시 서북구 월봉4로 140-16 월봉태영아파트상가 107호 ,041-571-9292
622,충청남도,북면중앙점,충청남도 천안시 동남구 북면 상동리 86-14 중앙아파트 상가 16호 ,041-555-7874
623,충청남도,성환점,충청남도 천안시 서북구 성환읍 성환중앙로 47 ,041-581-9369
624,충청남도,직산점,충청남도 천안시 서북구 성거읍 봉주로 111 ,041-583-6161
625,충청남도,차암공단점,충청남도 천안시 서북구 직산읍 2공단5로 169 대림상가 105호 ,041-621-9292
626,충청남도,두정1점,충청남도 천안시 서북구 늘푸른5길 22 골드프라자 110호 ,041-551-3392
627,충청남도,성정점,충청남도 천안시 서북구 서부16길14,041-575-5457
628,충청남도,신부점,충청남도 천안시 동남구 터미널2로 32 (신부동729번지),041-563-9292
629,충청남도,남부점,충청남도 천안시 동남구 풍세로 769-28,041-592-9245
630,충청남도,10단지점,충청남도 천안시 서북구 봉서산샛길 64 상가102호 ,041-578-5592
631,전라북도,조촌점,전북 군산시 조촌로 68 (조촌동),063-451-7666
632,전라북도,정읍수성점,전북 정읍시  중앙로95(수성동),063-535-3773
633,전라북도,익산영등점,전북 익산시 고봉로22길 31 (영등동),063-852-9982
634,전라북도,수송점,전북 군산시 월명로 305(수송동),063-466-7666
635,전라북도,산북소룡점,전북 군산시 칠성안1길 17(산북동 104호),063-471-9282
636,전라북도,미장점,전북 군산시 미장남로 36(미장동),063-468-9282
637,전라북도,미룡군산대점,전북 군산시 미제1길 6(미룡동),063-462-9299
638,전라북도,만경점,전북 김제시 만경읍 만경로 804,063-545-3286
639,전라북도,나운지곡점,전북 군산시 신평길 33-2(지곡동),063-463-9285
640,전라북도,나운1점,전북 군산시 상나운로 86(나운동),063-463-8292
641,전라북도,김제점,전북 김제시 동서로 133(요촌동),063-542-8292
642,전라북도,김제신풍점,전북 김제시 검산택지5길 21-7(검산동),063-544-9282
643,전라남도,홍농점,전남 영광군 홍농읍 홍농로 457-9,061-356-4848
644,전라남도,현산점,전남 해남군 현산면 탑동리길 5(6),061-533-4858
645,전라남도,해남화원점,전남 해남군 화원면 금평리 236-3,061-532-1353
646,전라남도,해남점,전남 해남군 해남읍 해남로 4,061-533-3133
647,전라남도,한라삼호점,전남 영암군 삼호읍 신항로 80(2층),061-462-6636
648,전라남도,하당점,전남 목포시 하당로30번길 12(상동),061-284-2004
649,전라남도,퀸스빌점,전남 영암군 삼호읍 삼호중앙로 129 (퀸스빌2차아파트 상가 101동 102호),061-462-9289
650,전라남도,창평점,전남 담양군 창평면 의병로 137,061-383-7900
651,전라남도,진도점,전남 진도군 진도읍 남동리 쌍정2길 30,061-542-3939
652,전라남도,중동점,전남 광양시 진등길 10(중동),061-793-8599
653,전라남도,용해점,전남 목포시 용당로 271-1(용해동),061-277-3168
654,전라남도,오성점,전남 광양시 광양읍 대림오성로 112,061-763-9550
655,전라남도,영광점,전남 영광군 영광읍 중앙로2길 12-15,061-351-9944
656,전라남도,압해도,전남 신안군 압해면 압해로 889,061-271-1618
657,전라남도,안좌도점,"전남 신안군 안좌면 김환기길 1-2,1층",061-261-8855
658,전라남도,신안인스빌점,"전남 목포시 삼학로 363, 상가동 113호(용해동)",061-277-9282
659,전라남도,순천대학점,"전남 순천시 중앙로 270,1층(석현동)",061-751-2651
660,전라남도,송지점,전남 해남군 송지면 산정1길 92,061-535-5554
661,전라남도,서면용당점,전남 순천시 서면 강청길 88(1층),061-753-8295
662,전라남도,상동점,전남 목포시 상리로1번길 16(상동),061-274-3999
663,전라남도,산정점,전남 목포시 고하대로 656(산정동),062-278-0090
664,전라남도,법성점,전남 영광군 법성면  연우로4(법성리),061-356-8185
665,전라남도,미평점,전남 여수시 미평로 52 1층(미평동),061-651-9166
666,전라남도,문수점,전남 여수시 문수로 72(문수동),061-651-3886
667,전라남도,무안점,"전남 무안군 무안읍 면성2길 55(3,4)",061-453-7077
668,전라남도,동정점,전남 여수시 하멜로 18(고소동),061-654-9292
669,전라남도,돌산점,전남 여수시 돌산읍 강남8길 30(돌산1차청솔아파트 상가동 102호),061-644-2777
670,전라남도,도초비금점,전남 신안군 도초면 불섬길 85-12,061-275-6622
671,전라남도,덕양점,전남 여수시 소라면 주삼덕양로 3,061-683-8352
672,전라남도,대불점,전남 영암군 삼호읍 대불주거1로5길 17,061-462-0092
673,전라남도,담양대치점,전남 담양군 대전면 추성1로 162,061-383-2252
674,전라남도,남창점,전남 해남군 북평면 볼무당길 5,061-533-0805
675,전라남도,남악점,"전남 무안군 삼향읍 남악5로46번길 22, 111호(황금먹거리장터)",061-984-8292
